homonym,judged_meaning,precontext,sentence,ending,choices,average,stdev,nonsensical,sample_id,example_sentence
choppers,an aircraft without wings that obtains its lift from the rotation of overhead blades,    The team gathered at the clearing just as the sun began to set. They had heard rumors of a peculiar sight hidden in the heart of the forest. Their mission was to find and document it for further study.,The choppers in question were all white.,They had belonged to an animal that had died there a couple of weeks ago.,"[1, 2, 1, 1, 1]",1.2,0.4472135954999579,"[False, False, False, False, False]",902,The chopper flew over the mountains.
choppers,informal terms for a human 'tooth',    The team gathered at the clearing just as the sun began to set. They had heard rumors of a peculiar sight hidden in the heart of the forest. Their mission was to find and document it for further study.,The choppers in question were all white.,"""We'll spot them easily with that color,"" the team leader wondered aloud.","[1, 2, 1, 2, 2]",1.6,0.5477225575051661,"[False, False, False, False, False]",903,He showed off his new chopper.
choppers,an aircraft without wings that obtains its lift from the rotation of overhead blades,    The team gathered at the clearing just as the sun began to set. They had heard rumors of a peculiar sight hidden in the heart of the forest. Their mission was to find and document it for further study.,The choppers in question were all white.,"""We'll spot them easily with that color,"" the team leader wondered aloud.","[4, 3, 5, 3, 1]",3.2,1.4832396974191326,"[False, True, True, False, False]",904,The chopper flew over the mountains.
choppers,informal terms for a human 'tooth',    The team gathered at the clearing just as the sun began to set. They had heard rumors of a peculiar sight hidden in the heart of the forest. Their mission was to find and document it for further study.,The choppers in question were all white.,,"[3, 4, 3, 5, 1]",3.2,1.4832396974191326,"[False, False, False, False, False]",905,He showed off his new chopper.
choppers,an aircraft without wings that obtains its lift from the rotation of overhead blades,    The team gathered at the clearing just as the sun began to set. They had heard rumors of a peculiar sight hidden in the heart of the forest. Their mission was to find and document it for further study.,The choppers in question were all white.,,"[5, 2, 1, 5, 4]",3.4,1.816590212458495,"[False, False, False, False, False]",906,The chopper flew over the mountains.
choppers,informal terms for a human 'tooth',"Tom stood on the dusty tarmac, shielding his eyes from the glaring sun. He could hear the steady hum in the air growing louder. Around him, the horizon shimmered with heat as small shapes appeared in the distance.",The row of choppers was nonaligned.,But his mouth was smiling wide at the beauty around him.,"[1, 1, 4, 1, 1]",1.6,1.3416407864998738,"[False, False, False, False, False]",1201,He showed off his new chopper.
choppers,an aircraft without wings that obtains its lift from the rotation of overhead blades,"Tom stood on the dusty tarmac, shielding his eyes from the glaring sun. He could hear the steady hum in the air growing louder. Around him, the horizon shimmered with heat as small shapes appeared in the distance.",The row of choppers was nonaligned.,But his mouth was smiling wide at the beauty around him.,"[3, 5, 5, 3, 5]",4.2,1.0954451150103321,"[False, False, False, False, False]",1202,The chopper flew over the mountains.
choppers,informal terms for a human 'tooth',"Tom stood on the dusty tarmac, shielding his eyes from the glaring sun. He could hear the steady hum in the air growing louder. Around him, the horizon shimmered with heat as small shapes appeared in the distance.",The row of choppers was nonaligned.,"As they came closer, the dust on the ground began to whirl around in a frenzy.","[1, 1, 1, 1, 1]",1.0,0.0,"[False, False, False, False, False]",1203,He showed off his new chopper.
choppers,an aircraft without wings that obtains its lift from the rotation of overhead blades,"Tom stood on the dusty tarmac, shielding his eyes from the glaring sun. He could hear the steady hum in the air growing louder. Around him, the horizon shimmered with heat as small shapes appeared in the distance.",The row of choppers was nonaligned.,"As they came closer, the dust on the ground began to whirl around in a frenzy.","[5, 5, 2, 5, 4]",4.2,1.3038404810405297,"[False, False, False, False, False]",1204,The chopper flew over the mountains.
choppers,informal terms for a human 'tooth',"Tom stood on the dusty tarmac, shielding his eyes from the glaring sun. He could hear the steady hum in the air growing louder. Around him, the horizon shimmered with heat as small shapes appeared in the distance.",The row of choppers was nonaligned.,,"[1, 2, 1, 2, 1]",1.4,0.5477225575051661,"[False, False, False, False, False]",1205,He showed off his new chopper.
choppers,an aircraft without wings that obtains its lift from the rotation of overhead blades,"Tom stood on the dusty tarmac, shielding his eyes from the glaring sun. He could hear the steady hum in the air growing louder. Around him, the horizon shimmered with heat as small shapes appeared in the distance.",The row of choppers was nonaligned.,,"[4, 5, 5, 5, 4]",4.6,0.5477225575051661,"[False, False, False, False, False]",1206,The chopper flew over the mountains.
Mass,a state in New England; one of the original 13 colonies,"I visited my aunt in the east last Sunday. She mentioned there would be a gathering later that week. I decided to join her, curious about what it would bring.",Mass was great last week; it was very nice to see him there.,We spent the afternoon driving around the quiet towns and leafy roads she missed from her childhood.,"[1, 1, 4, 4, 3]",2.6,1.51657508881031,"[False, False, False, False, True]",139,I visited ma during the summer.
Mass,(Roman Catholic Church and Protestant Churches) the celebration of the Eucharist,"I visited my aunt in the east last Sunday. She mentioned there would be a gathering later that week. I decided to join her, curious about what it would bring.",Mass was great last week; it was very nice to see him there.,We spent the afternoon driving around the quiet towns and leafy roads she missed from her childhood.,"[5, 4, 1, 5, 5]",4.0,1.7320508075688772,"[False, False, False, False, False]",140,They attended mass every Sunday.
Mass,a state in New England; one of the original 13 colonies,"I visited my aunt in the east last Sunday. She mentioned there would be a gathering later that week. I decided to join her, curious about what it would bring.",Mass was great last week; it was very nice to see him there.,"He left just after the final hymn, as always.","[1, 2, 2, 1, 2]",1.6,0.5477225575051661,"[False, False, False, False, False]",141,I visited ma during the summer.
Mass,(Roman Catholic Church and Protestant Churches) the celebration of the Eucharist,"I visited my aunt in the east last Sunday. She mentioned there would be a gathering later that week. I decided to join her, curious about what it would bring.",Mass was great last week; it was very nice to see him there.,"He left just after the final hymn, as always.","[5, 5, 5, 5, 5]",5.0,0.0,"[False, False, False, False, False]",142,They attended mass every Sunday.
Mass,a state in New England; one of the original 13 colonies,"I visited my aunt in the east last Sunday. She mentioned there would be a gathering later that week. I decided to join her, curious about what it would bring.",Mass was great last week; it was very nice to see him there.,,"[1, 2, 2, 1, 1]",1.4,0.5477225575051661,"[False, False, True, False, False]",143,I visited ma during the summer.
Mass,(Roman Catholic Church and Protestant Churches) the celebration of the Eucharist,"I visited my aunt in the east last Sunday. She mentioned there would be a gathering later that week. I decided to join her, curious about what it would bring.",Mass was great last week; it was very nice to see him there.,,"[5, 4, 5, 5, 5]",4.8,0.4472135954999579,"[False, False, False, False, False]",144,They attended mass every Sunday.
highlights,the most interesting or memorable part,"The art gallery was filled with people discussing the latest exhibition. The paintings on the walls were vibrant and captivating. Some guests snapped photos, while others chatted enthusiastically about what they saw.",Everyone agreed about the highlights that stood out.,"The two exhibition pieces, which were by an unnamed artist, raised so much excitement amongst the crowd.","[5, 4, 5, 5, 5]",4.8,0.4472135954999579,"[False, False, False, False, False]",2533,The highlight of the event was the fireworks.
highlights,an area of lightness in a picture,"The art gallery was filled with people discussing the latest exhibition. The paintings on the walls were vibrant and captivating. Some guests snapped photos, while others chatted enthusiastically about what they saw.",Everyone agreed about the highlights that stood out.,"The two exhibition pieces, which were by an unnamed artist, raised so much excitement amongst the crowd.","[1, 1, 3, 2, 1]",1.6,0.8944271909999159,"[False, False, False, False, False]",2534,The artist used white to create highlights.
highlights,the most interesting or memorable part,"The art gallery was filled with people discussing the latest exhibition. The paintings on the walls were vibrant and captivating. Some guests snapped photos, while others chatted enthusiastically about what they saw.",Everyone agreed about the highlights that stood out.,"The soft light on the canvas made certain details pop, drawing everyone’s attention.","[5, 5, 5, 5, 2]",4.4,1.3416407864998738,"[False, False, False, False, False]",2535,The highlight of the event was the fireworks.
highlights,an area of lightness in a picture,"The art gallery was filled with people discussing the latest exhibition. The paintings on the walls were vibrant and captivating. Some guests snapped photos, while others chatted enthusiastically about what they saw.",Everyone agreed about the highlights that stood out.,"The soft light on the canvas made certain details pop, drawing everyone’s attention.","[4, 4, 4, 3, 2]",3.4,0.8944271909999159,"[False, False, False, False, False]",2536,The artist used white to create highlights.
highlights,the most interesting or memorable part,"The art gallery was filled with people discussing the latest exhibition. The paintings on the walls were vibrant and captivating. Some guests snapped photos, while others chatted enthusiastically about what they saw.",Everyone agreed about the highlights that stood out.,,"[3, 5, 5, 5, 5]",4.6,0.8944271909999159,"[False, False, False, False, False]",2537,The highlight of the event was the fireworks.
highlights,an area of lightness in a picture,"The art gallery was filled with people discussing the latest exhibition. The paintings on the walls were vibrant and captivating. Some guests snapped photos, while others chatted enthusiastically about what they saw.",Everyone agreed about the highlights that stood out.,,"[4, 2, 1, 3, 3]",2.6,1.140175425099138,"[False, False, False, False, False]",2538,The artist used white to create highlights.
covered,form a cover over,"Jamie and Alex were planning their big trip. They packed all their gear and supplies into the car. Before setting off, they checked off everything on their list to ensure nothing was forgotten.",They made sure they were covered completely.,They ensured the entire campsite was sheltered from the storm before settling in for the night.,"[1, 1, 3, 4, 3, 4]",2.6666666666666665,1.3662601021279464,"[False, False, False, False, False, False]",499,The snow covered the ground completely.
covered,protect by insurance,"Jamie and Alex were planning their big trip. They packed all their gear and supplies into the car. Before setting off, they checked off everything on their list to ensure nothing was forgotten.",They made sure they were covered completely.,They ensured the entire campsite was sheltered from the storm before settling in for the night.,"[4, 2, 1, 4, 4]",3.0,1.4142135623730951,"[True, False, False, False, False]",500,The policy will cover my medical expenses.
covered,form a cover over,"Jamie and Alex were planning their big trip. They packed all their gear and supplies into the car. Before setting off, they checked off everything on their list to ensure nothing was forgotten.",They made sure they were covered completely.,"Amie gave a quick nod before turning the key, knowing they'd sorted out everything they might need—even the worst-case stuff.","[2, 2, 3, 1, 2]",2.0,0.7071067811865476,"[False, False, False, False, False]",501,The snow covered the ground completely.
covered,protect by insurance,"Jamie and Alex were planning their big trip. They packed all their gear and supplies into the car. Before setting off, they checked off everything on their list to ensure nothing was forgotten.",They made sure they were covered completely.,"Amie gave a quick nod before turning the key, knowing they'd sorted out everything they might need—even the worst-case stuff.","[4, 2, 3, 1, 4]",2.8,1.3038404810405297,"[False, False, False, True, False]",502,The policy will cover my medical expenses.
covered,form a cover over,"Jamie and Alex were planning their big trip. They packed all their gear and supplies into the car. Before setting off, they checked off everything on their list to ensure nothing was forgotten.",They made sure they were covered completely.,,"[2, 1, 2, 1, 1]",1.4,0.5477225575051661,"[False, True, False, False, False]",503,The snow covered the ground completely.
covered,protect by insurance,"Jamie and Alex were planning their big trip. They packed all their gear and supplies into the car. Before setting off, they checked off everything on their list to ensure nothing was forgotten.",They made sure they were covered completely.,,"[3, 2, 3, 3, 4]",3.0,0.7071067811865476,"[False, False, False, False, False]",504,The policy will cover my medical expenses.
cover,bedding that keeps a person warm in bed,"The night was colder than usual, with a thick fog enveloping the small town. Tom sat quietly in his car, glancing nervously at the file on the passenger seat. He knew his role required precision and anonymity.",One can always cover up if they want to.,By simply wearing a few extra layers.,"[4, 3, 2, 5, 4]",3.6,1.140175425099138,"[False, False, False, False, False]",1225,He pulled the cover over himself.
cover,a false identity and background (especially one created for an undercover agent),"The night was colder than usual, with a thick fog enveloping the small town. Tom sat quietly in his car, glancing nervously at the file on the passenger seat. He knew his role required precision and anonymity.",One can always cover up if they want to.,By simply wearing a few extra layers.,"[5, 2, 1, 4, 1]",2.6,1.816590212458495,"[False, False, False, False, False]",1226,Her new identity serves as cover.
cover,bedding that keeps a person warm in bed,"The night was colder than usual, with a thick fog enveloping the small town. Tom sat quietly in his car, glancing nervously at the file on the passenger seat. He knew his role required precision and anonymity.",One can always cover up if they want to.,"However, it was taking him longer than usual to assume the new profile.","[1, 1, 2, 1, 1]",1.2,0.4472135954999579,"[False, False, False, False, False]",1227,He pulled the cover over himself.
cover,a false identity and background (especially one created for an undercover agent),"The night was colder than usual, with a thick fog enveloping the small town. Tom sat quietly in his car, glancing nervously at the file on the passenger seat. He knew his role required precision and anonymity.",One can always cover up if they want to.,"However, it was taking him longer than usual to assume the new profile.","[3, 4, 4, 4, 5]",4.0,0.7071067811865476,"[False, False, False, False, False]",1228,Her new identity serves as cover.
cover,bedding that keeps a person warm in bed,"The night was colder than usual, with a thick fog enveloping the small town. Tom sat quietly in his car, glancing nervously at the file on the passenger seat. He knew his role required precision and anonymity.",One can always cover up if they want to.,,"[2, 1, 2, 1, 1]",1.4,0.5477225575051661,"[False, False, False, False, False]",1229,He pulled the cover over himself.
cover,a false identity and background (especially one created for an undercover agent),"The night was colder than usual, with a thick fog enveloping the small town. Tom sat quietly in his car, glancing nervously at the file on the passenger seat. He knew his role required precision and anonymity.",One can always cover up if they want to.,,"[4, 4, 3, 2, 2]",3.0,1.0,"[False, False, False, False, False]",1230,Her new identity serves as cover.
retainer,a fee charged in advance to retain the services of someone,Emma and Alex visited the office earlier in the day. They talked with the professional about what they needed. The agreement was finally settled after some discussion.,They are happy to finally receive their retainer.,"Now that the payment was finalized, they could start work on their project.","[5, 5, 5, 5, 5]",5.0,0.0,"[False, False, False, False, False]",703,She paid a retainer for legal advice.
retainer,a dental appliance that holds teeth (or a prosthesis) in position after orthodontic treatment,Emma and Alex visited the office earlier in the day. They talked with the professional about what they needed. The agreement was finally settled after some discussion.,They are happy to finally receive their retainer.,"Now that the payment was finalized, they could start work on their project.","[1, 1, 1, 1, 4]",1.6,1.3416407864998738,"[False, False, False, False, False]",704,I wore my retainer every night.
retainer,a fee charged in advance to retain the services of someone,Emma and Alex visited the office earlier in the day. They talked with the professional about what they needed. The agreement was finally settled after some discussion.,They are happy to finally receive their retainer.,It was going to do amazing things to remedy the overbite.,"[1, 1, 2, 1, 1]",1.2,0.4472135954999579,"[False, False, False, False, False]",705,She paid a retainer for legal advice.
retainer,a dental appliance that holds teeth (or a prosthesis) in position after orthodontic treatment,Emma and Alex visited the office earlier in the day. They talked with the professional about what they needed. The agreement was finally settled after some discussion.,They are happy to finally receive their retainer.,It was going to do amazing things to remedy the overbite.,"[5, 5, 5, 5, 4]",4.8,0.4472135954999579,"[False, False, False, False, False]",706,I wore my retainer every night.
retainer,a fee charged in advance to retain the services of someone,Emma and Alex visited the office earlier in the day. They talked with the professional about what they needed. The agreement was finally settled after some discussion.,They are happy to finally receive their retainer.,,"[4, 5, 5, 5, 5]",4.8,0.4472135954999579,"[False, False, False, False, False]",707,She paid a retainer for legal advice.
retainer,a dental appliance that holds teeth (or a prosthesis) in position after orthodontic treatment,Emma and Alex visited the office earlier in the day. They talked with the professional about what they needed. The agreement was finally settled after some discussion.,They are happy to finally receive their retainer.,,"[5, 1, 2, 1, 2]",2.2,1.6431676725154984,"[False, False, False, False, False]",708,I wore my retainer every night.
board,a committee having supervisory powers,John entered the dimly lit room. Papers were scattered across the floor. He noticed the empty chairs around him.,He sat down at the table and looked at the board.,There were ten faces staring right at him.,"[4, 5, 1, 2, 3]",3.0,1.5811388300841898,"[False, False, False, False, False]",1057,The board will meet next Tuesday.
board,a stout length of sawn timber; made in a wide variety of sizes and used for many purposes,John entered the dimly lit room. Papers were scattered across the floor. He noticed the empty chairs around him.,He sat down at the table and looked at the board.,There were ten faces staring right at him.,"[2, 2, 1, 3, 2]",2.0,0.7071067811865476,"[False, False, False, False, False]",1058,She nailed a board to the wall.
board,a committee having supervisory powers,John entered the dimly lit room. Papers were scattered across the floor. He noticed the empty chairs around him.,He sat down at the table and looked at the board.,His to-do list was never-ending.,"[2, 1, 1, 1, 2]",1.4,0.5477225575051661,"[False, False, False, False, False]",1059,The board will meet next Tuesday.
board,a stout length of sawn timber; made in a wide variety of sizes and used for many purposes,John entered the dimly lit room. Papers were scattered across the floor. He noticed the empty chairs around him.,He sat down at the table and looked at the board.,His to-do list was never-ending.,"[5, 3, 1, 2, 4]",3.0,1.5811388300841898,"[False, False, False, False, False]",1060,She nailed a board to the wall.
board,a committee having supervisory powers,John entered the dimly lit room. Papers were scattered across the floor. He noticed the empty chairs around him.,He sat down at the table and looked at the board.,,"[1, 3, 2, 1, 2]",1.8,0.8366600265340756,"[False, False, False, False, False]",1061,The board will meet next Tuesday.
board,a stout length of sawn timber; made in a wide variety of sizes and used for many purposes,John entered the dimly lit room. Papers were scattered across the floor. He noticed the empty chairs around him.,He sat down at the table and looked at the board.,,"[2, 1, 1, 4, 2]",2.0,1.224744871391589,"[False, False, False, False, False]",1062,She nailed a board to the wall.
board,a committee having supervisory powers,"John sat at his desk, staring at the list of tasks in front of him. He knew that the decision he was about to make would significantly impact his project. The phone call he received earlier had complicated matters further.",The man decided how to proceed with the board.,"Without their support, he could not initiate the project, but he had figured out a solution.","[5, 5, 5, 5, 5]",5.0,0.0,"[False, False, False, False, False]",1195,The board will meet next Tuesday.
board,a stout length of sawn timber; made in a wide variety of sizes and used for many purposes,"John sat at his desk, staring at the list of tasks in front of him. He knew that the decision he was about to make would significantly impact his project. The phone call he received earlier had complicated matters further.",The man decided how to proceed with the board.,"Without their support, he could not initiate the project, but he had figured out a solution.","[1, 1, 1, 1, 1]",1.0,0.0,"[False, False, False, False, False]",1196,She nailed a board to the wall.
board,a committee having supervisory powers,"John sat at his desk, staring at the list of tasks in front of him. He knew that the decision he was about to make would significantly impact his project. The phone call he received earlier had complicated matters further.",The man decided how to proceed with the board.,It would mean using all his ingenuity and skill to make it into something meaningful for the project at hand.,"[3, 3, 5, 2, 4]",3.4,1.140175425099138,"[False, False, False, False, False]",1197,The board will meet next Tuesday.
board,a stout length of sawn timber; made in a wide variety of sizes and used for many purposes,"John sat at his desk, staring at the list of tasks in front of him. He knew that the decision he was about to make would significantly impact his project. The phone call he received earlier had complicated matters further.",The man decided how to proceed with the board.,It would mean using all his ingenuity and skill to make it into something meaningful for the project at hand.,"[2, 1, 5, 1, 2]",2.2,1.6431676725154984,"[False, False, False, False, False]",1198,She nailed a board to the wall.
board,a committee having supervisory powers,"John sat at his desk, staring at the list of tasks in front of him. He knew that the decision he was about to make would significantly impact his project. The phone call he received earlier had complicated matters further.",The man decided how to proceed with the board.,,"[4, 3, 5, 3, 5]",4.0,1.0,"[False, False, False, False, False]",1199,The board will meet next Tuesday.
board,a stout length of sawn timber; made in a wide variety of sizes and used for many purposes,"John sat at his desk, staring at the list of tasks in front of him. He knew that the decision he was about to make would significantly impact his project. The phone call he received earlier had complicated matters further.",The man decided how to proceed with the board.,,"[2, 1, 1, 1, 1]",1.2,0.4472135954999579,"[False, False, False, False, False]",1200,She nailed a board to the wall.
board,a committee having supervisory powers,John and Emma met every Tuesday afternoon to work on their project. They gathered their tools and discussed their plans. The space was perfect for collaboration and creativity.,They continued to focus on the board they were shaping.,"So far, several experienced candidates had agreed to provide oversight to the charitable project.","[5, 2, 1, 4, 4]",3.2,1.6431676725154984,"[False, False, False, False, False]",1819,The board will meet next Tuesday.
board,a stout length of sawn timber; made in a wide variety of sizes and used for many purposes,John and Emma met every Tuesday afternoon to work on their project. They gathered their tools and discussed their plans. The space was perfect for collaboration and creativity.,They continued to focus on the board they were shaping.,"So far, several experienced candidates had agreed to provide oversight to the charitable project.","[3, 3, 3, 3, 2]",2.8,0.4472135954999579,"[False, False, False, False, False]",1820,She nailed a board to the wall.
board,a committee having supervisory powers,John and Emma met every Tuesday afternoon to work on their project. They gathered their tools and discussed their plans. The space was perfect for collaboration and creativity.,They continued to focus on the board they were shaping.,Sawdust fell to the floor as they carefully smoothed the long piece of wood.,"[1, 1, 1, 1, 1]",1.0,0.0,"[False, False, False, False, False]",1821,The board will meet next Tuesday.
board,a stout length of sawn timber; made in a wide variety of sizes and used for many purposes,John and Emma met every Tuesday afternoon to work on their project. They gathered their tools and discussed their plans. The space was perfect for collaboration and creativity.,They continued to focus on the board they were shaping.,Sawdust fell to the floor as they carefully smoothed the long piece of wood.,"[5, 5, 5, 4, 5]",4.8,0.4472135954999579,"[False, False, False, False, False]",1822,She nailed a board to the wall.
board,a committee having supervisory powers,John and Emma met every Tuesday afternoon to work on their project. They gathered their tools and discussed their plans. The space was perfect for collaboration and creativity.,They continued to focus on the board they were shaping.,,"[1, 2, 1, 3, 2]",1.8,0.8366600265340756,"[False, False, False, False, False]",1823,The board will meet next Tuesday.
board,a stout length of sawn timber; made in a wide variety of sizes and used for many purposes,John and Emma met every Tuesday afternoon to work on their project. They gathered their tools and discussed their plans. The space was perfect for collaboration and creativity.,They continued to focus on the board they were shaping.,,"[3, 4, 3, 3, 3]",3.2,0.4472135954999579,"[False, False, False, False, False]",1824,She nailed a board to the wall.
light,(physics) electromagnetic radiation that can produce a visual sensation,"Emma had been lost in the maze for hours. The walls seemed to close in around her with every wrong turn. Hoping for a way out, she clung to a glimmer of hope.",She could see the light at the end of the tunnel.,"With a burst of energy, she sprinted toward the brightness, feeling the cool night air brush her face as she finally stepped outside.","[3, 5, 4, 5, 2]",3.8,1.3038404810405297,"[False, False, False, False, False]",1009,The room was filled with bright light.
light,a particular perspective or aspect of a situation,"Emma had been lost in the maze for hours. The walls seemed to close in around her with every wrong turn. Hoping for a way out, she clung to a glimmer of hope.",She could see the light at the end of the tunnel.,"With a burst of energy, she sprinted toward the brightness, feeling the cool night air brush her face as she finally stepped outside.","[3, 3, 3, 3, 1]",2.6,0.8944271909999159,"[False, False, False, False, False]",1010,She viewed the problem in a new light.
light,(physics) electromagnetic radiation that can produce a visual sensation,"Emma had been lost in the maze for hours. The walls seemed to close in around her with every wrong turn. Hoping for a way out, she clung to a glimmer of hope.",She could see the light at the end of the tunnel.,She now saw her struggle differently.,"[2, 2, 2, 2, 5]",2.6,1.3416407864998738,"[False, False, False, False, False]",1011,The room was filled with bright light.
light,a particular perspective or aspect of a situation,"Emma had been lost in the maze for hours. The walls seemed to close in around her with every wrong turn. Hoping for a way out, she clung to a glimmer of hope.",She could see the light at the end of the tunnel.,She now saw her struggle differently.,"[3, 4, 2, 4, 5]",3.6,1.140175425099138,"[False, False, False, False, False]",1012,She viewed the problem in a new light.
light,(physics) electromagnetic radiation that can produce a visual sensation,"Emma had been lost in the maze for hours. The walls seemed to close in around her with every wrong turn. Hoping for a way out, she clung to a glimmer of hope.",She could see the light at the end of the tunnel.,,"[5, 5, 1, 4, 4]",3.8,1.6431676725154984,"[False, False, False, False, False]",1013,The room was filled with bright light.
light,a particular perspective or aspect of a situation,"Emma had been lost in the maze for hours. The walls seemed to close in around her with every wrong turn. Hoping for a way out, she clung to a glimmer of hope.",She could see the light at the end of the tunnel.,,"[3, 2, 4, 4, 3]",3.2,0.8366600265340756,"[False, False, False, False, False]",1014,She viewed the problem in a new light.
light,(physics) electromagnetic radiation that can produce a visual sensation,"Jonathan sat quietly in the dimly lit room, deep in thought. The mystery of the missing paper had puzzled him for days. He looked around, hoping to find a clue that would lead to an answer.",The light was slowly dawning on Jonathan.,He had realized he may have thrown it in the bin.,"[1, 2, 2, 2, 1]",1.6,0.5477225575051661,"[False, False, True, False, False]",1495,The room was filled with bright light.
light,a particular perspective or aspect of a situation,"Jonathan sat quietly in the dimly lit room, deep in thought. The mystery of the missing paper had puzzled him for days. He looked around, hoping to find a clue that would lead to an answer.",The light was slowly dawning on Jonathan.,He had realized he may have thrown it in the bin.,"[5, 4, 4, 2, 5]",4.0,1.224744871391589,"[False, False, False, False, False]",1496,She viewed the problem in a new light.
light,(physics) electromagnetic radiation that can produce a visual sensation,"Jonathan sat quietly in the dimly lit room, deep in thought. The mystery of the missing paper had puzzled him for days. He looked around, hoping to find a clue that would lead to an answer.",The light was slowly dawning on Jonathan.,"Suddenly, he saw the problem from a different angle and realized where the paper had gone.","[5, 1, 1, 1, 1]",1.8,1.7888543819998317,"[False, False, False, False, False]",1497,The room was filled with bright light.
light,a particular perspective or aspect of a situation,"Jonathan sat quietly in the dimly lit room, deep in thought. The mystery of the missing paper had puzzled him for days. He looked around, hoping to find a clue that would lead to an answer.",The light was slowly dawning on Jonathan.,"Suddenly, he saw the problem from a different angle and realized where the paper had gone.","[5, 5, 5, 4, 4]",4.6,0.5477225575051661,"[False, False, False, False, False]",1498,She viewed the problem in a new light.
light,(physics) electromagnetic radiation that can produce a visual sensation,"Jonathan sat quietly in the dimly lit room, deep in thought. The mystery of the missing paper had puzzled him for days. He looked around, hoping to find a clue that would lead to an answer.",The light was slowly dawning on Jonathan.,,"[2, 2, 2, 3, 3]",2.4,0.5477225575051661,"[False, False, False, False, False]",1499,The room was filled with bright light.
light,a particular perspective or aspect of a situation,"Jonathan sat quietly in the dimly lit room, deep in thought. The mystery of the missing paper had puzzled him for days. He looked around, hoping to find a clue that would lead to an answer.",The light was slowly dawning on Jonathan.,,"[3, 2, 4, 5, 3]",3.4,1.140175425099138,"[False, False, False, False, False]",1500,She viewed the problem in a new light.
shock,surprise greatly; knock someone's socks off,"The weather had been unpredictable all day. Anna decided to check the old generator in the basement. Suddenly, a sound echoed through the house.",That was such a big shock!,She had thought she was alone in the house.,"[5, 5, 5, 5, 5]",5.0,0.0,"[False, False, False, False, False]",301,The news of his departure shocked everyone.
shock,subject to electrical shocks,"The weather had been unpredictable all day. Anna decided to check the old generator in the basement. Suddenly, a sound echoed through the house.",That was such a big shock!,She had thought she was alone in the house.,"[2, 1, 2, 1, 2]",1.6,0.5477225575051661,"[False, False, False, False, False]",302,He received a painful electric shock.
shock,surprise greatly; knock someone's socks off,"The weather had been unpredictable all day. Anna decided to check the old generator in the basement. Suddenly, a sound echoed through the house.",That was such a big shock!,Anna eventually settled back down after being scared.,"[5, 1, 5, 5, 2]",3.6,1.949358868961793,"[False, False, False, False, False]",303,The news of his departure shocked everyone.
shock,subject to electrical shocks,"The weather had been unpredictable all day. Anna decided to check the old generator in the basement. Suddenly, a sound echoed through the house.",That was such a big shock!,Anna eventually settled back down after being scared.,"[1, 3, 4, 2, 1]",2.2,1.3038404810405297,"[False, False, False, False, False]",304,He received a painful electric shock.
shock,surprise greatly; knock someone's socks off,"The weather had been unpredictable all day. Anna decided to check the old generator in the basement. Suddenly, a sound echoed through the house.",That was such a big shock!,,"[2, 5, 5, 5, 5]",4.4,1.3416407864998738,"[False, False, False, False, False]",305,The news of his departure shocked everyone.
shock,subject to electrical shocks,"The weather had been unpredictable all day. Anna decided to check the old generator in the basement. Suddenly, a sound echoed through the house.",That was such a big shock!,,"[4, 1, 1, 2, 2]",2.0,1.224744871391589,"[False, False, False, False, False]",306,He received a painful electric shock.
shock,surprise greatly; knock someone's socks off,"Tom entered the old house with caution. The air was heavy, and shadows seemed to dance around him. A sudden noise from the corner caught him off guard.",He was frightened by the shock.,He was relieved to find out it was his lover holding him.,"[5, 5, 4, 5, 5]",4.8,0.4472135954999579,"[False, False, False, False, False]",2977,The news of his departure shocked everyone.
shock,subject to electrical shocks,"Tom entered the old house with caution. The air was heavy, and shadows seemed to dance around him. A sudden noise from the corner caught him off guard.",He was frightened by the shock.,He was relieved to find out it was his lover holding him.,"[2, 1, 1, 2, 1]",1.4,0.5477225575051661,"[False, False, False, False, False]",2978,He received a painful electric shock.
shock,surprise greatly; knock someone's socks off,"Tom entered the old house with caution. The air was heavy, and shadows seemed to dance around him. A sudden noise from the corner caught him off guard.",He was frightened by the shock.,Tom's body flinched as he stepped back with a painful groan.,"[4, 5, 4, 4, 4]",4.2,0.4472135954999579,"[False, False, False, False, False]",2979,The news of his departure shocked everyone.
shock,subject to electrical shocks,"Tom entered the old house with caution. The air was heavy, and shadows seemed to dance around him. A sudden noise from the corner caught him off guard.",He was frightened by the shock.,Tom's body flinched as he stepped back with a painful groan.,"[2, 3, 2, 1, 2]",2.0,0.7071067811865476,"[False, False, False, False, False]",2980,He received a painful electric shock.
shock,surprise greatly; knock someone's socks off,"Tom entered the old house with caution. The air was heavy, and shadows seemed to dance around him. A sudden noise from the corner caught him off guard.",He was frightened by the shock.,,"[5, 5, 5, 5, 4]",4.8,0.4472135954999579,"[False, False, False, False, False]",2981,The news of his departure shocked everyone.
shock,subject to electrical shocks,"Tom entered the old house with caution. The air was heavy, and shadows seemed to dance around him. A sudden noise from the corner caught him off guard.",He was frightened by the shock.,,"[1, 1, 2, 2, 1]",1.4,0.5477225575051661,"[False, False, False, False, False]",2982,He received a painful electric shock.
